id,evidence,claim,label,topic_ip,question
11560," There is currently no vaccine for COVID-19, leaving governments and public health agencies with little defense against the virus aside from advising or enforcing best practices for virus transmission prevention, which include hand-washing, physical distancing, use of face covers, and use of effective disinfectants.",hand sanitizer can not kill the new coronavirus,Neutral,19,what hand sanitizers kill COVID-19?
8891,these therapies may weaken the immune system and potentially place IBD patients at increased risk of infections and infectious complications including those from COVID-19.,those who have a weakened immune system may be at a higher risk of developing a severe illness as a result of COVID-19.,Supports,92,Does having a weakened immune system increase your risk of illness from COVID-19?
13935,"We show that a high (5106 pfu) and medium (5104 pfu) dose of SARS-CoV-2 induces consistent upper respiratory tract (URT) viral RNA shedding in both groups of six challenged animals, whilst a low dose (5102 pfu) resulted in only one of six displaying signs of URT viral RNA replication.  ","camostat mesylate was active against other coronaviruses, including SARS-CoV. ",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
1152,in northern China the negative effects of rising temperature on COVID-19 is counteracted by aggravated air pollution,Cold weather and snow CANNOT kill the new coronavirus.,Neutral,2,how does the coronavirus respond to changes in the weather
7130,"As fever may have benefit in shortening the duration of viral illness, it is plausible to hypothesize that the antipyretic efficacy of ibuprofen may be hindering the benefits of a fever response when taken during the early stages of COVID-19 illness.","you can take acetaminophen (Tylenol) for fever and other symptoms. If you already take NSAIDs regularly, you do not need to stop.",Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
56,This paper investigates the COVID-19 virus origin by using artificial intelligence (AI) and raw genomic sequences of the virus.,"coronavirus started at some point before December 2019 in Wuhan, but COVID-19 doesn't come the Wuhan wet market that was initially blamed for the outbreak.",Neutral,1,what is the origin of COVID-19
14127,"At this point, the data here presented on hydroxychloroquine either alone or combined with azithromycin (together with previously reported in vivo data in macaques and ferrets) provide no scientific basis for further use of the drug in humans.","the drug pixatimod is a potent inhibitor of SARS-CoV-2 viral attachment and invasion in Vero cell culture, with a reduction of cytopathic effect when applied at concentrations within the established therapeutic concentrations.",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
14186,"The results suggest the effectiveness of Ribavirin, Remdesivir, Sofosbuvir, Galidesivir, and Tenofovir as potent drugs against SARS-CoV-2 since they tightly bind to its RdRp. In addition, the results suggest guanosine derivative (IDX-184), Setrobuvir, and YAK as top seeds for antiviral treatments with high potential to fight the SARS-CoV-2 strain specifically. ",Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) rapidly spread around the globe after its emergence in Wuhan in December 2019.,Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
9767,"The coronavirus disease 2019 (COVID19) affects principally the respiratory tract but recent studies described that COVID19 could present a broader clinical spectrum from the absence of any symptoms to heart (1), digestive (2) or EarNoseThroat (including anosmia and ageusia) (3) manifestations. Here we report two cases of peculiar skin manifestation.","The most common symptoms are: Respiratory illness symptoms (sore throat, cough (usually dry), shortness of breath, chest pain)",Neutral,119,Which are the first symptoms of the coronavirus disease?
3868,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).",Taking a hot bath also can't prevent you from catching the COVID-19 virus.,Neutral,42,Does Vitamin D impact COVID-19 prevention and treatment?
4342,"We present two models for the COVID-19 pandemic predicting the impact of universal face mask wearing upon the spread of the SARS-CoV-2 virus--one employing a stochastic dynamic network based compartmental SEIR (susceptible-exposed-infectious-recovered) approach, and the other employing individual ABM (agent-based modelling) Monte Carlo simulation--indicating (1) significant impact under (near) universal masking when at least 80% of a population is wearing masks, versus minimal impact when only 50% or less of the population is wearing masks, and (2) significant impact when universal masking is adopted early, by Day 50 of a regional outbreak, versus minimal impact when universal masking is adopted late. ",Cloth masks help protect others from contracting covid-19,Supports,44,How much impact do masks have on preventing the spread of the COVID-19?
6927,"There is evidence that SARS-CoV-2 can infect felines, dogs and minks, and there is evidence of human-to-animal infection.",A few pets - including cats and dogs - also have been infected with the virus that causes COVID-19. This happened mostly after the animals were in close contact with people infected with the COVID-19 virus.,Supports,67,Can animals spread COVID-19?
7854,"Male, aged over 65, smoking patients might face a greater risk of developing into the critical or mortal condition and the comorbidities such as hypertension, diabetes, cardiovascular disease, and respiratory diseases could also greatly affect the prognosis of the COVID-19.",Marijuana and COVID-19: What a Doctor Wants You to Know,Neutral,75,Can smoking cannabis (weed) help in preventing COVID-19?
