id,claim,negated_claim,label_original,label_negated
VL009932,Hangover cure is elusive but symptom relief fizzles and flows.,Hangover cure is not elusive but symptom relief fizzles and flows.,true,false
VL009934,"Miami-Dade is ""the first community in the world to break the cycle of local transmission of the Zika virus.","Miami-Dade is not ""the first community in the world to break the cycle of local transmission of the Zika virus.",true,false
VL009938,The FDA published “conclusive proof” that the DTaP vaccine causes autism in November 2017.,The FDA published “conclusive proof” that the DTaP vaccine does not cause autism in November 2017.,false,true
VL009942,"Yes, the novel coronavirus can survive on surfaces. No, it doesn't seem to matter.","Yes, the novel coronavirus can not survive on surfaces. No, it doesn't seem to matter.",Supports,refutes
VL009943,Scientific data has shown that cats can be infected with SARS-CoV-2 and can spread it to other cats.,Scientific data has not shown that cats can be infected with SARS-CoV-2 and can spread it to other cats.,Supports,refutes
VL009946,"Yes, kids can get COVID-19","Yes, kids can not get COVID-19.",Supports,refutes
VL009947,Vitamin D may improve odds of survival from COVID-19.,Vitamin D may not improve odds of survival from COVID-19.,Refutes,supports
VL009949,"UV light is the latest popular tool in the ongoing race to find ways to prevent oneself from catching SARS-CoV-2, the virus that causes COVID-19.","UV light is the latest popular tool in the ongoing race to find ways to prevent oneself from catching SARS-CoV-2, the virus that does not cause COVID-19.",Refutes,supports
VL009950,smokers were statistically less likely to be admitted for treatment for Covid-19.,smokers were not statistically less likely to be admitted for treatment for Covid-19.,Refutes,supports
VL009951,headache was a symptom in some COVID-19 patients.,headache was not a symptom in some COVID-19 patients.,Supports,refutes
VL009954,HVAC systems can spread the disease caused by the coronavirus,HVAC systems can not spread the disease caused by the coronavirus.,Refutes,supports
VL009956,"a person can also get the coronavirus if they touch a surface or object that has viral particles on it and then touch their mouth, nose, or eyes.","a person can not also get the coronavirus if they touch a surface or object that has viral particles on it and then touch their mouth, nose, or eyes.",Supports,refutes
VL009957,"A lot has been written around the novel Coronavirus and how it impacts lungs, but in recent few months, experts have observed a rise in cardiac arrest cases during the pandemic.","A lot has not been written around the novel Coronavirus and how it impacts lungs, but in recent few months, experts have observed a rise in cardiac arrest cases during the pandemic.",Supports,refutes
VL009959,vitamin C can prevent or treat COVID-19 (coronavirus),vitamin C can not prevent or treat COVID-19 (coronavirus).,Refutes,supports
VL009960,people may acquire SARS-CoV-2 through the air and after touching contaminated objects.,people may not acquire SARS-CoV-2 through the air and after touching contaminated objects.,Refutes,supports
VL009961,there is evidence that routine use of ibuprofen associated with higher covid-19 mortality,there is not evidence that routine use of ibuprofen associated with higher covid-19 mortality.,Refutes,supports
VL009963,it is safe for you to defer taking anti-fever like ibuprofen medicines for minor illnesses.,it is not safe for you to defer taking anti-fever like ibuprofen medicines for minor illnesses.,Supports,refutes
VL009966,'Social distancing' could help stop coronavirus spread,'Social distancing' could not help stop coronavirus spread.,Supports,refutes
VL009968,There's an evidence that pets are playing a role in spreading COVID-19,There's an evidence that pets are not playing a role in spreading COVID-19.,Refutes,supports
VL009970,ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,ACE inhibitors and angiotensin receptor blockers may not increase the risk of severe COVID-19.,Supports,refutes
VL009974,"The coronavirus can live on a surgical mask for 7 days, cloth for 2 days, and paper for 3 hours.","The coronavirus can not live on a surgical mask for 7 days, cloth for 2 days, and paper for 3 hours.",Supports,refutes
VL009976,Hot matcha green tea (with EGCG) can do magic for covid-19,Hot matcha green tea (with EGCG) can not do magic for covid-19.,Refutes,supports
VL009984,Coronavirus can Be Crushed By Warmer Weather,Coronavirus can not Be Crushed By Warmer Weather.,Refutes,supports
VL009985,coronavirus can be prevented by having millets in one's diet because it generates heat in the body.,coronavirus can not be prevented by having millets in one's diet because it generates heat in the body.,Refutes,supports
VL009986,A few cats have reportedly tested positive for COVID-19 after they came into contact with people who were infected. They include pet cats and zoo animals.,A few cats have not reportedly tested positive for COVID-19 after they came into contact with people who were infected. They include pet cats and zoo animals.,Supports,refutes
VL009987,"The pandemic coronavirus will wane with warmer weather, like some other respiratory","The pandemic coronavirus will not wane with warmer weather, like some other respiratory.",Supports,refutes
VL009990,"Since patients treated with ACEIs and ARBS will have increased numbers of ACE2 receptors in their lungs for coronavirus S proteins to bind to, they may be at increased risk of severe disease outcomes due to SARS-CoV-2infections","Since patients treated with ACEIs and ARBS will not have increased numbers of ACE2 receptors in their lungs for coronavirus S proteins to bind to, they may be at increased risk of severe disease outcomes due to SARS-CoV-2infections.",Refutes,supports
